connecting chunks, time stepping, copying boundaries, all-all communication, 1-1 communication, outputting fields, Fourier transforming, MPB mode solver, far-field transform, everything else, updating B field, updating H field, updating D field, updating E field, boundary stepping B, boundary stepping WH, boundary stepping PH, boundary stepping H, boundary stepping D, boundary stepping WE, boundary stepping PE, boundary stepping E
0, 0.614682, 0.0440568, 0, 0.0001063, 0, 0.0287483, 0, 0, 0.000268698, 0.0784762, 0.00426778, 0.0776609, 0.212725, 0.00241989, 1.46e-05, 2.9e-06, 0.00600037, 0.00919946, 2.81e-05, 0.0234986, 0.0103058
