Wavelength (μm),LDOS Power (a.u.)
0.6999999999999998,0.7121055298868305
0.6982485404503752,0.7152949466619598
0.6965058236272876,0.7193319845210271
0.6947717842323651,0.7218027242364216
0.693046357615894,0.7220096546537018
0.691329479768786,0.7216858921342714
0.6896210873146621,0.7231006818108955
0.6879211175020541,0.7266259094886142
0.6862295081967212,0.7303721913819846
0.68454619787408,0.7322468399317822
0.6828711256117453,0.7321931838205086
0.6812042310821805,0.7322160263871941
0.6795454545454543,0.7342042061582025
0.6778947368421052,0.7379142159198093
0.6762520193861066,0.741266439327225
0.674617244157937,0.7425984235559592
0.6729903536977491,0.742434682500905
0.6713712910986367,0.7428899025729706
0.6697599999999999,0.745382474189292
0.6681564245810054,0.749129681859036
0.66656050955414,0.7520200920666125
0.664972200158856,0.7528921834061142
0.663391442155309,0.7527609820062278
0.6618181818181817,0.7536982915367947
0.6602523659305992,0.7566007868231905
0.6586939417781273,0.7602495641892963
0.657142857142857,0.7626464294037555
0.6555990602975724,0.7631628298080404
0.6540624999999999,0.7631911423959494
0.6525331254871394,0.7646247829247484
0.6510108864696733,0.767825438390433
0.6494957331264545,0.7712590815616762
0.6479876160990712,0.773165100178698
0.6464864864864864,0.7734431277971325
0.6449922958397534,0.7737361633701154
0.6435049961568023,0.7756474247078408
0.6420245398773006,0.7790255151012564
0.6405508798775822,0.7821514666410284
0.6390839694656488,0.7836004018243807
0.6376237623762375,0.7837622484516682
0.6361702127659573,0.7843991432676805
0.6347232752084911,0.7867404862453768
0.6332829046898638,0.790174368219841
0.6318490566037736,0.7929275959366525
0.6304216867469878,0.7939794867407677
0.6290007513148008,0.7941444687687815
0.6275862068965516,0.795175834669664
0.6261780104712041,0.7978762484710695
0.6247761194029849,0.8012507247299454
0.6233804914370811,0.8035952560516528
0.6219910846953937,0.8043305876338714
0.6206078576723497,0.8046082457061913
0.6192307692307691,0.8060555296345655
0.6178597785977858,0.809026733386293
0.6164948453608247,0.8122394174725511
0.6151359294636296,0.8141681173750267
0.613782991202346,0.814681345892677
0.6124359912216532,0.8151656751531242
0.6110948905109488,0.8170222019457535
0.6097596504005826,0.8201652946529293
0.6084302325581394,0.8231317342297982
0.6071065989847715,0.8246644899648446
0.6057887120115774,0.8250573132384622
0.6044765342960288,0.8258223268808543
0.6031700288184437,0.8280558299285854
0.6018691588785047,0.831268006519116
0.600573888091822,0.8339254019718151
0.5992841803865425,0.835105939516569
0.598,0.8354806821143855
0.5967213114754097,0.8365774306125271
0.5954480796586059,0.8391338202178641
0.594180269694819,0.8423148016192519
0.5929178470254957,0.8446242386409821
0.591660777385159,0.8455158420739476
0.5904090267983074,0.8459692883526724
0.5891625615763546,0.8474243764887261
0.5879213483146067,0.8502324569703675
0.5866853538892781,0.8532903222657516
0.5854545454545453,0.8552375132147159
0.584228890439637,0.8559179497324968
0.583008356545961,0.8565359117524283
0.5817929117442668,0.8583514827292444
0.5805825242718446,0.8613283061566521
0.5793771626297577,0.8641844676434286
0.5781767955801105,0.8657790675392246
0.5769813921433494,0.8663350354535702
0.5757909215955983,0.8671878857612155
0.574605353466026,0.8693429731136073
0.5734246575342465,0.8723995103868326
0.5722488038277511,0.8749926311538055
0.5710777626193724,0.8762662581681984
0.5699115044247787,0.8767876767370965
0.56875,0.8779270154274663
0.567593220338983,0.8803801051998412
0.5664411366711772,0.8834269199058516
0.5652937204591492,0.8857156369780317
0.5641509433962264,0.886718779521072
0.5630127774041694,0.8872932256448535
0.5618791946308724,0.8887497861820702
0.560750167448091,0.8914423855235005
0.5596256684491978,0.8943950172526296
0.5585056704469646,0.8963593983270239
0.5573901464713714,0.8971574326830621
0.5562790697674418,0.8978650045973969
0.5551724137931034,0.8996478370944964
0.5540701522170748,0.9025088079654479
0.5529722589167767,0.9052926019002034
0.5518787079762689,0.906934329061152
0.5507894736842105,0.9076029015584668
0.549704530531845,0.908511753452885
0.5486238532110091,0.9106086620983564
0.5475474166121648,0.9135590565249088
0.5464751958224543,0.9161132159601372
0.5454071661237785,0.9174545491713799
0.5443433029908973,0.918074593567194
0.5432835820895522,0.919237340646522
0.5422279792746113,0.9216164932145506
0.5411764705882353,0.9245746159226061
0.5401290322580644,0.9268553039325176
0.5390856406954282,0.9279369338089231
0.5380462724935732,0.9285895986626381
0.537010904425914,0.9300407409268694
0.5359795134443022,0.9326533156893134
0.5349520766773163,0.9355397409689279
0.5339285714285714,0.9375221090915953
0.5329089751750477,0.9384000564205212
0.5318932655654384,0.9391618106049048
0.5308814204185162,0.9409162695960521
