Wavelength (μm),Power (W)
0.6999999999999998,0.01185985799703921
0.6982485404503752,0.01204937023106386
0.6965058236272876,0.012240550311294663
0.6947717842323651,0.012433313366716676
0.693046357615894,0.01262758117780211
0.691329479768786,0.012823292840175504
0.6896210873146621,0.013020412416399365
0.6879211175020541,0.013218932231440909
0.6862295081967212,0.013418871205512007
0.68454619787408,0.013620268467059363
0.6828711256117453,0.013823173303326353
0.6812042310821805,0.01402763314549207
0.6795454545454543,0.014233681638241501
0.6778947368421052,0.014441328846371542
0.6762520193861066,0.014650555300490333
0.674617244157937,0.014861310937248316
0.6729903536977491,0.01507351915605569
0.6713712910986367,0.015287085335700605
0.6697599999999999,0.015501908381886179
0.6681564245810054,0.015717893344093428
0.66656050955414,0.01593496294116546
0.664972200158856,0.016153066006261936
0.663391442155309,0.01637218137679909
0.6618181818181817,0.01659231652751974
0.6602523659305992,0.016813501143855516
0.6586939417781273,0.01703577670437836
0.657142857142857,0.017259183835116806
0.6555990602975724,0.017483749594112388
0.6540624999999999,0.01770947687162482
0.6525331254871394,0.01793633774262352
0.6510108864696733,0.018164271941064295
0.6494957331264545,0.01839319075280994
0.6479876160990712,0.018622985694392316
0.6464864864864864,0.01885354051818948
0.6449922958397534,0.01908474450359363
0.6435049961568023,0.019316504760032924
0.6420245398773006,0.019548755423785615
0.6405508798775822,0.019781462151725996
0.6390839694656488,0.02001462111418832
0.6376237623762375,0.020248252629996286
0.6361702127659573,0.0204823905085983
0.6347232752084911,0.020717068908050626
0.6332829046898638,0.02095230895483395
0.6318490566037736,0.021188107424574852
0.6304216867469878,0.02142442944116152
0.6290007513148008,0.021661206471414854
0.6275862068965516,0.021898339989149213
0.6261780104712041,0.022135710210116562
0.6247761194029849,0.02237318842492187
0.6233804914370811,0.022610650831461885
0.6219910846953937,0.022847991500597405
0.6206078576723497,0.023085132246511413
0.6192307692307691,0.02332202769461769
0.6178597785977858,0.023558664657343
0.6164948453608247,0.023795055902166615
0.6151359294636296,0.02403122936032247
0.613782991202346,0.024267214612589467
0.6124359912216532,0.02450302896443854
0.6110948905109488,0.024738665503194538
0.6097596504005826,0.0249740851993904
0.6084302325581394,0.025209214428223145
0.6071065989847715,0.025443948361495956
0.6057887120115774,0.025678159673945735
0.6044765342960288,0.025911711092884617
0.6031700288184437,0.02614446965459239
0.6018691588785047,0.02637632022993148
0.600573888091822,0.02660717599842531
0.5992841803865425,0.02683698406597999
0.598,0.02706572524904848
0.5967213114754097,0.027293408046490605
0.5954480796586059,0.027520057818284597
0.594180269694819,0.027745703016324768
0.5929178470254957,0.02797036082433038
0.591660777385159,0.028194024672359735
0.5904090267983074,0.02841665577685436
0.5891625615763546,0.028638180172422412
0.5879213483146067,0.028858491763086875
0.5866853538892781,0.02907746088938933
0.5854545454545453,0.02929494695998502
0.584228890439637,0.029510812995634572
0.583008356545961,0.029724939600428973
0.5817929117442668,0.02993723596779024
0.5805825242718446,0.030147646032333563
0.5793771626297577,0.03035614870746862
0.5781767955801105,0.030562752160799643
0.5769813921433494,0.030767483101849503
0.5757909215955983,0.03097037291363879
0.574605353466026,0.031171443003726654
0.5734246575342465,0.03137069188786684
0.5722488038277511,0.031568086225991145
0.5710777626193724,0.03176355735544314
0.5699115044247787,0.03195700392601979
0.56875,0.03214830019598242
0.567593220338983,0.03233730857736926
0.5664411366711772,0.03252389428930486
0.5652937204591492,0.03270793961491829
0.5641509433962264,0.032889355323571
0.5630127774041694,0.03306808730444706
0.5618791946308724,0.033244117277156815
0.560750167448091,0.03341745745946014
0.5596256684491978,0.033588140107859515
0.5585056704469646,0.03375620372529033
0.5573901464713714,0.033921678301664794
0.5562790697674418,0.03408457211859097
0.5551724137931034,0.034244862381371415
0.5540701522170748,0.03440249128524897
0.5529722589167767,0.034557368191255704
0.5518787079762689,0.03470937753995509
0.5507894736842105,0.03485839114852998
0.549704530531845,0.0350042827863121
0.5486238532110091,0.035146942534845675
0.5475474166121648,0.03528628847731302
0.5464751958224543,0.03542227372160619
0.5454071661237785,0.035554887562540126
0.5443433029908973,0.03568415059384732
0.5432835820895522,0.035810104617196574
0.5422279792746113,0.03593279908572119
0.5411764705882353,0.03605227641090235
0.5401290322580644,0.03616855865318975
0.5390856406954282,0.036281637876028054
0.5380462724935732,0.03639147181188941
0.537010904425914,0.03649798557637419
0.5359795134443022,0.03660107912914498
0.5349520766773163,0.036700639196488055
0.5339285714285714,0.03679655360852529
0.5329089751750477,0.036888725594176754
0.5318932655654384,0.03697708558902295
0.5308814204185162,0.03706159854220942
0.5298734177215189,0.03714226548336489
0.5288692356285534,0.037219119096289166
0.5278688524590164,0.037292214072937396
0.5268722466960352,0.03736161391306179
0.5258793969849246,0.03742737643940327
0.5248902821316614,0.0374895405124028
