wavelength (microns),Re_eps,Im_eps
0.582386,1.4587,1.78358e-06
0.582022,1.45871,1.7554e-06
0.581659,1.45873,1.72746e-06
0.581297,1.45874,1.69977e-06
0.580935,1.45875,1.67232e-06
0.580573,1.45876,1.64512e-06
0.580212,1.45878,1.61816e-06
0.579851,1.45879,1.59145e-06
0.57949,1.4588,1.56498e-06
0.57913,1.45882,1.53875e-06
0.579065,1.45882,1.534e-06
0.578771,1.45883,1.51276e-06
0.578412,1.45884,1.48701e-06
0.578053,1.45886,1.4615e-06
0.577695,1.45887,1.43624e-06
0.577337,1.45888,1.41121e-06
0.57698,1.45889,1.38642e-06
0.576959,1.45889,1.38496e-06
0.576623,1.45891,1.36187e-06
0.576267,1.45892,1.33756e-06
0.575911,1.45893,1.31348e-06
0.575556,1.45895,1.28964e-06
0.5752,1.45896,1.26604e-06
0.574846,1.45897,1.24267e-06
0.574492,1.45899,1.21954e-06
0.574138,1.459,1.19664e-06
0.573785,1.45901,1.17397e-06
0.573432,1.45902,1.15154e-06
0.573079,1.45904,1.12934e-06
0.572727,1.45905,1.10737e-06
0.572376,1.45906,1.08563e-06
0.572025,1.45908,1.06412e-06
0.571674,1.45909,1.04285e-06
0.571324,1.4591,1.0218e-06
0.570974,1.45912,1.00099e-06
0.570624,1.45913,9.80397e-07
0.570275,1.45914,9.60037e-07
0.569927,1.45915,9.39905e-07
0.569578,1.45917,9.2e-07
0.569231,1.45918,9.00322e-07
0.568883,1.45919,8.8087e-07
0.568537,1.45921,8.61644e-07
0.56819,1.45922,8.42643e-07
0.567844,1.45923,8.23866e-07
0.567498,1.45925,8.05314e-07
0.567153,1.45926,7.86985e-07
0.566809,1.45927,7.6888e-07
0.566464,1.45928,7.50997e-07
0.56612,1.4593,7.33336e-07
0.565777,1.45931,7.15897e-07
0.565434,1.45932,6.9868e-07
0.565091,1.45934,6.81683e-07
0.564749,1.45935,6.64906e-07
0.564407,1.45936,6.48349e-07
0.564065,1.45938,6.32012e-07
0.563724,1.45939,6.15893e-07
