4.008630000000000249e-01,2.161370424693989989e+00,8.850363199999999831e-05
4.017299999999999760e-01,2.161047001623840114e+00,8.702696000000000270e-05
4.026009999999999867e-01,2.160753001653190175e+00,8.555109000000000086e-05
4.034760000000000013e-01,2.160459021687750614e+00,8.378145000000000741e-05
4.043539999999999912e-01,2.160165061715999535e+00,8.230599999999999429e-05
4.052359999999999851e-01,2.159871121743749622e+00,8.083074999999999516e-05
4.061219999999999830e-01,2.159577201770999988e+00,7.935569999999999647e-05
4.070119999999999849e-01,2.159283301797749743e+00,7.788084999999999821e-05
4.079059999999999908e-01,2.158989421823999777e+00,7.640619999999998684e-05
4.088040000000000007e-01,2.158695561844639510e+00,7.522560000000000021e-05
4.097060000000000146e-01,2.158401721869990020e+00,7.375133000000000188e-05
4.106119999999999770e-01,2.158107901894839920e+00,7.227726000000000398e-05
4.115210000000000257e-01,2.157843481019189991e+00,7.080387200000000500e-05
4.124349999999999961e-01,2.157549699038310287e+00,6.962396400000000444e-05
4.133530000000000260e-01,2.157255937061759887e+00,6.815046400000000575e-05
4.142750000000000044e-01,2.156962195080160072e+00,6.697089600000000187e-05
4.152009999999999867e-01,2.156697844402709396e+00,6.549822199999999592e-05
4.161309999999999731e-01,2.156404140420389748e+00,6.431898599999999358e-05
4.170659999999999923e-01,2.156139823942039957e+00,6.284666399999999057e-05
4.180050000000000154e-01,2.155846157959000031e+00,6.166776000000000332e-05
4.189470000000000138e-01,2.155581875675640191e+00,6.048942800000000052e-05
4.198939999999999895e-01,2.155288247691959924e+00,5.931083599999999309e-05
4.208459999999999979e-01,2.155023999611910046e+00,5.783920000000000012e-05
4.218020000000000103e-01,2.154759767727510322e+00,5.666132600000000361e-05
4.227620000000000267e-01,2.154466195742790191e+00,5.548321800000000022e-05
4.237259999999999915e-01,2.154201998057749812e+00,5.430563999999999324e-05
4.246949999999999892e-01,2.153937816572390140e+00,5.312820600000000041e-05
4.256679999999999908e-01,2.153673651286710289e+00,5.195091600000000139e-05
4.266460000000000252e-01,2.153409502200709813e+00,5.077376999999999618e-05
4.276289999999999814e-01,2.153145369310999868e+00,4.989024000000000160e-05
4.286150000000000237e-01,2.152881252624440300e+00,4.871336400000000173e-05
4.296070000000000166e-01,2.152617152137560108e+00,4.753663200000000244e-05
4.306030000000000135e-01,2.152353067850360180e+00,4.636004400000000373e-05
4.316030000000000144e-01,2.152088999759750099e+00,4.547700000000000521e-05
