dipole,angle_deg,intensity
0,-70.52051347357491,0.0028551399397662327
0,-60.48664224602006,0.0005050668211283991
0,-52.91300245854446,0.00017801758545807106
0,-46.48554836336926,0.00010908517348779008
0,-40.744017833557045,0.00012611535916787754
0,-35.46183778427496,0.0010124428944682713
0,-30.50679255495125,0.0010004217880323033
0,-25.792957598547293,0.0013018134049607665
0,-21.25997932913573,0.0008034389579554014
0,-16.862762932775848,0.0003048910868079821
0,-12.565773129051042,5.181346006733547e-05
0,-8.339603905520546,0.0009140498196286525
0,-4.158744783227047,0.0021664444204718765
0,0.0,0.0032587177743781327
0,4.158744783227047,0.002467843174043324
0,8.339603905520546,0.001788410597738019
0,12.565773129051042,0.0007159675491599913
0,16.862762932775848,0.000970155243830639
0,21.25997932913573,0.0025239912215826352
0,25.792957598547293,0.00014649980706860782
0,30.50679255495125,0.002821973929948785
0,35.46183778427496,0.0016482734389433268
0,40.744017833557045,0.0028309920933009647
0,46.48554836336926,0.0028694116350030793
0,52.91300245854446,0.0007544681233323422
0,60.48664224602006,0.0019201148731347337
0,70.52051347357491,0.008268559008097557
1,-70.52051347357491,0.009869175363361352
1,-60.48664224602006,0.002678277129290319
1,-52.91300245854446,0.0031988122432687724
1,-46.48554836336926,0.004756042625817326
1,-40.744017833557045,0.005914789861403068
1,-35.46183778427496,0.004263302493961921
1,-30.50679255495125,0.0014935391362261863
1,-25.792957598547293,0.0012092433561007331
1,-21.25997932913573,0.00045350269700349284
1,-16.862762932775848,0.0016589202973593055
1,-12.565773129051042,0.0009347849102300826
1,-8.339603905520546,0.00016830690718598688
1,-4.158744783227047,0.002525805739623605
1,0.0,0.00256574609370366
1,4.158744783227047,0.0018871181845687185
1,8.339603905520546,0.0014204168298634645
1,12.565773129051042,0.00011023579921806459
1,16.862762932775848,0.00020650732070955985
1,21.25997932913573,0.0007892390172510576
1,25.792957598547293,0.0022483889984462493
1,30.50679255495125,0.0013410361929688508
1,35.46183778427496,0.003571118422271293
1,40.744017833557045,0.006304535023670377
1,46.48554836336926,0.00044953190210355416
1,52.91300245854446,0.013328946579880232
1,60.48664224602006,0.003955819719854119
1,70.52051347357491,0.005493055714921505
2,-70.52051347357491,0.0005663088413827982
2,-60.48664224602006,0.010647575754118921
2,-52.91300245854446,0.008341197186487584
2,-46.48554836336926,0.0019078948884422608
2,-40.744017833557045,7.350254445264952e-05
2,-35.46183778427496,0.002079153254880181
2,-30.50679255495125,0.006932389062666859
2,-25.792957598547293,0.0031761536858242994
2,-21.25997932913573,0.0006484119612000466
2,-16.862762932775848,0.0017691625361590027
2,-12.565773129051042,0.0010639939670390379
2,-8.339603905520546,0.0016362933386362126
2,-4.158744783227047,0.0011597080555720298
2,0.0,0.0028936812449947822
2,4.158744783227047,0.0011597080555722265
2,8.339603905520546,0.0016362933386363254
2,12.565773129051042,0.0010639939670387653
2,16.862762932775848,0.0017691625361590361
2,21.25997932913573,0.0006484119612002215
2,25.792957598547293,0.0031761536858235235
2,30.50679255495125,0.006932389062666333
2,35.46183778427496,0.0020791532548800266
2,40.744017833557045,7.350254445261669e-05
2,46.48554836336926,0.0019078948884422382
2,52.91300245854446,0.008341197186487199
2,60.48664224602006,0.010647575754118037
2,70.52051347357491,0.0005663088413828793
3,-70.52051347357491,0.005493055714921277
3,-60.48664224602006,0.003955819719853919
3,-52.91300245854446,0.013328946579879873
3,-46.48554836336926,0.00044953190210359373
3,-40.744017833557045,0.0063045350236704215
3,-35.46183778427496,0.003571118422271094
3,-30.50679255495125,0.0013410361929689038
3,-25.792957598547293,0.0022483889984465607
3,-21.25997932913573,0.0007892390172510406
3,-16.862762932775848,0.00020650732070958495
3,-12.565773129051042,0.00011023579921804926
3,-8.339603905520546,0.0014204168298635942
3,-4.158744783227047,0.001887118184568602
3,0.0,0.0025657460937036263
3,4.158744783227047,0.0025258057396235784
3,8.339603905520546,0.00016830690718605394
3,12.565773129051042,0.0009347849102303066
3,16.862762932775848,0.00165892029735927
3,21.25997932913573,0.00045350269700345235
3,25.792957598547293,0.0012092433561010213
3,30.50679255495125,0.0014935391362261644
3,35.46183778427496,0.004263302493962428
3,40.744017833557045,0.005914789861402573
3,46.48554836336926,0.004756042625817561
3,52.91300245854446,0.0031988122432687117
3,60.48664224602006,0.0026782771292906144
3,70.52051347357491,0.009869175363360344
4,-70.52051347357491,0.008268559008097868
4,-60.48664224602006,0.00192011487313563
4,-52.91300245854446,0.0007544681233321956
4,-46.48554836336926,0.0028694116350031574
4,-40.744017833557045,0.0028309920933017006
4,-35.46183778427496,0.0016482734389435105
4,-30.50679255495125,0.0028219739299503712
4,-25.792957598547293,0.00014649980706857204
4,-21.25997932913573,0.0025239912215825563
4,-16.862762932775848,0.0009701552438305505
4,-12.565773129051042,0.0007159675491598608
4,-8.339603905520546,0.0017884105977375637
4,-4.158744783227047,0.0024678431740433634
4,0.0,0.003258717774377742
4,4.158744783227047,0.0021664444204718566
4,8.339603905520546,0.0009140498196285738
4,12.565773129051042,5.181346006739203e-05
4,16.862762932775848,0.00030489108680770524
4,21.25997932913573,0.0008034389579551455
4,25.792957598547293,0.0013018134049602723
4,30.50679255495125,0.001000421788032477
4,35.46183778427496,0.0010124428944681173
4,40.744017833557045,0.00012611535916792912
4,46.48554836336926,0.00010908517348768214
4,52.91300245854446,0.00017801758545801222
4,60.48664224602006,0.000505066821128354
4,70.52051347357491,0.0028551399397665337
