wavelength,net_power
0.4830929024812464,0.03451959027973123
0.48225806451612907,0.034555320714679635
0.48142610695802185,0.03458278806591762
0.4805970149253731,0.03460175348525901
0.4797707736389685,0.03461243367271162
0.4789473684210526,0.034615233837403885
0.4781267846944603,0.03461028518693646
0.47730900798175596,0.03459727456623646
0.4764940239043824,0.03457574987925385
0.4756818181818182,0.03454558336474685
0.474872376630743,0.03450710802977388
0.47406568516421294,0.03446078683853962
0.4732617297908423,0.03440676369881745
0.4724604966139955,0.034344763492891506
0.4716619718309859,0.03427443653475272
0.4708661417322834,0.03419577985687003
0.4700729927007299,0.03410920048816961
0.46928251121076225,0.034015173591797544
0.46849468382764414,0.033913869963677304
0.46770949720670385,0.033805138990421126
0.4669269380925823,0.033688838469026455
0.4661469933184855,0.033565136054113806
0.4653696498054475,0.033434458081489205
0.4645948945615982,0.033297159709734736
0.46382271468144043,0.033153293743288514
0.4630530973451327,0.03300273665314678
0.46228602981778016,0.03284552830005463
0.46152149944873205,0.03268204270130581
0.46075949367088603,0.032512793218302014
0.46,0.03233808061914355
0.4592430060340099,0.032157870240413576
0.45848849945235487,0.03197203759093867
0.45773646801530893,0.0317807180472677
0.4569868995633188,0.03158437735130924
0.45623978201634874,0.031383519262061885
0.45549510337323174,0.03117834301383213
0.4547528517110266,0.03096872540846422
0.45401301518438175,0.030754557691550468
0.4532755820249053,0.030536082970294677
0.4525405405405405,0.030313869922502547
0.45180787911494874,0.030088438642966574
0.45107758620689653,0.02985992304470054
0.45034965034965035,0.029628120167670025
0.4496240601503759,0.029392875715480098
0.4489008042895442,0.029154410025725275
0.44817987152034255,0.028913259233993287
0.4474612506680919,0.028669910542674273
0.4467449306296692,0.02842451842463155
0.44603090037293547,0.028176982751897967
0.44531914893617025,0.027927276874526792
0.4446096654275093,0.027675658466413375
0.44390243902439025,0.027422543006378627
0.44319745897300156,0.02716819665538163
0.4424947145877378,0.0269125989350558
0.4417941952506596,0.026655631216234137
0.44109589041095887,0.026397383700152283
0.4403997895844292,0.026138239817742638
0.4397058823529411,0.025878637150711765
0.43901415836392244,0.025618755472602867
0.43832460732984296,0.02535846400848841
0.4376372190277052,0.025097584391669953
0.4369519832985386,0.02483619123208881
0.4362688900468994,0.024574637375028255
0.4355879292403746,0.024313288875687997
0.43490909090909086,0.024052261588504424
0.43423236514522817,0.02379143896805315
0.4335577421025375,0.0235307392420707
0.43288521199586355,0.023270330799759893
0.4322147651006711,0.023010557615949292
0.43154639175257736,0.022751658583110144
0.43088008234688624,0.022493592653939107
0.4302158273381295,0.022236167605289316
0.42955361723961005,0.021979338782029748
0.4288934426229508,0.02172335578591251
0.42823529411764705,0.02146859482108518
0.42757916241062305,0.021215250864552455
0.426925038245793,0.020963215010838136
0.4262729124236252,0.020712265949238893
0.4256227758007118,0.020462371438275246
0.4249746192893401,0.020213781774735796
0.4243284338570705,0.019966821760971497
0.4236842105263158,0.01972160782716351
0.42304194037392623,0.019477991190466802
0.42240161453077696,0.019235781372598765
0.4217632241813602,0.018995005015674544
0.4211267605633802,0.018755922596377702
0.42049221496735306,0.018518790028653725
0.41985957873620866,0.018283625747363336
0.41922884326489734,0.01805023413478761
0.4186,0.017818458104226664
0.41797304043934097,0.017588388785784226
0.4173479561316052,0.017360309654095622
0.41672473867595816,0.01713443847166135
0.41610337972166994,0.016910743778327787
0.4154838709677419,0.016689027223237174
0.4148662041625371,0.016469175981473995
0.41425037110341417,0.01625131139997726
0.4136363636363636,0.016035678700435985
0.41302417365564875,0.015822404460451203
0.4124137931034483,0.015611387916040824
0.4118052139695032,0.015402441980564945
0.4111984282907662,0.015195527139742874
0.41059342815105443,0.014990822156552721
0.40999020568070516,0.014788554644206064
0.4093887530562347,0.014588775505782548
0.4087890625,0.014391321543192363
0.4081911262798634,0.014196006839718988
0.40759493670886077,0.014002837224672705
0.4070004861448711,0.013812018334469395
0.4064077669902913,0.013623750145026875
0.4058167716917111,0.013438028863915041
0.4052274927395934,0.013254666813955047
0.4046399226679555,0.013073506197683386
0.40405405405405403,0.012894596814805426
0.40346987951807234,0.012718149876687268
0.40288739172281035,0.012544321263591323
0.4023065833733782,0.012373057653386914
0.4017274472168905,0.012204167293945804
0.4011499760421658,0.012037534885966747
0.40057416267942586,0.01187324849805424
0.4,0.011711505225106635
