Wavelength (μm),LDOS Power (a.u.)
0.5664411366711772,0.8850109394143889
0.5652937204591492,0.886823424830027
0.5641509433962264,0.8886154840615599
0.5630127774041694,0.8904025777484671
0.5618791946308724,0.8922054132191163
0.560750167448091,0.8940276626383392
0.5596256684491978,0.8958521414004201
0.5585056704469646,0.897659416301741
0.5573901464713714,0.8994486963009559
0.5562790697674418,0.9012385510426715
0.5551724137931034,0.9030468260723843
0.5540701522170748,0.9048714729372552
0.5529722589167767,0.9066928816468676
0.5518787079762689,0.9084950666504957
0.5507894736842105,0.9102828210323699
0.549704530531845,0.9120764336227841
0.5486238532110091,0.9138897874630886
0.5475474166121648,0.9157154775360231
0.5464751958224543,0.9175328976654005
0.5454071661237785,0.9193304678939888
0.5443433029908973,0.9211180303990582
0.5432835820895522,0.9229161477640984
0.5422279792746113,0.9247339375641362
0.5411764705882353,0.9265593329964834
0.5401290322580644,0.9283721711984277
0.5390856406954282,0.9301659166880981
0.5380462724935732,0.9319546200377724
0.537010904425914,0.9337577060919723
0.5359795134443022,0.9355790590510484
0.5349520766773163,0.9374029214865846
0.5339285714285714,0.9392109361496138
0.5329089751750477,0.9410019046187792
0.5318932655654384,0.9427930011474941
0.5308814204185162,0.9446012195887918
0.5298734177215189,0.9464250949021875
0.5288692356285534,0.9482463585586074
0.5278688524590164,0.9500496639792629
0.5268722466960352,0.9518390893910572
0.5258793969849246,0.9536336773739357
0.5248902821316614,0.9554468905879253
0.5239048811013767,0.957272147439575
0.5229231730168644,0.9590899785396358
0.5219451371571072,0.9608890271534939
0.5209707529558182,0.9626782482545205
0.5199999999999999,0.9644772076237641
0.5190328580285183,0.9662949912731855
0.5180693069306931,0.9681204591467654
0.5171093267449042,0.969934299044312
0.5161528976572133,0.9717298433983313
0.5152,0.9735202169699192
0.5142506142506142,0.9753241577366779
0.5133047210300429,0.9771458300528778
0.5123623011015911,0.9789703778190525
0.5114233353695784,0.9807799682131244
0.5104878048780487,0.9825730054913056
0.5095556908094948,0.9843658193556334
0.5086269744835965,0.9861750455321254
0.5077016373559733,0.9879997098011327
0.5067796610169492,0.9898223103416013
0.5058610271903323,0.9916277000432778
0.5049457177322074,0.9934194028865031
0.5040337146297411,0.9952157937627104
0.5031249999999999,0.9970302848904447
0.5022195560887822,0.9988568831407896
0.501317365269461,1.0006766706726224
0.500418410041841,1.002478204404588
0.49952267303102615,1.0042698424714975
0.4986301369863014,1.0060707235330957
0.49774078478002376,1.0078901351110614
0.49685459940652815,1.0097175105574185
0.49597156398104264,1.0115338282714192
0.4950916617386162,1.0133321188985227
0.4942148760330578,1.0151249760371526
0.4933411903358868,1.016930978506632
0.49247058823529416,1.0187546616744374
0.4916030534351144,1.0205816270673724
0.4907385697538101,1.022394063182367
0.48987712112346404,1.0241899495428122
0.489018691588785,1.0259852415749857
0.4881632653061224,1.0277966739142717
0.48731082654249125,1.0296237137336222
0.48646135967460774,1.0314491224176334
0.48561484918793496,1.0332575332460234
0.4847712796757382,1.0350520263544771
0.4839306358381502,1.0368508243142864
0.4830929024812464,1.0386676515678328
0.48225806451612907,1.0404969221998752
0.48142610695802185,1.0423197384176899
0.4805970149253731,1.0441242575365202
0.4797707736389685,1.0459184783453108
0.4789473684210526,1.0477216415766157
0.4781267846944603,1.049543486254507
0.47730900798175596,1.0513737203108318
0.4764940239043824,1.0531930851339444
0.4756818181818182,1.0549941182427094
0.474872376630743,1.056789230379562
0.47406568516421294,1.0585973532230442
0.4732617297908423,1.0604235178420203
0.4724604966139955,1.062253386253303
0.4716619718309859,1.0640686754954654
0.4708661417322834,1.0658668810431153
0.4700729927007299,1.067664022001685
0.46928251121076225,1.0694773969388534
0.46849468382764414,1.0713069070366437
0.46770949720670385,1.0731351050017879
0.4669269380925823,1.0749459756193145
0.4661469933184855,1.0767422317709858
0.4653696498054475,1.0785424459448711
0.4645948945615982,1.0803610450760883
0.46382271468144043,1.0821927102746733
0.4630530973451327,1.0840180442864622
0.46228602981778016,1.0858244660978091
0.46152149944873205,1.0876198251340992
0.46075949367088603,1.0894240018717927
0.46,1.0912474775477918
0.4592430060340099,1.093079967126882
0.45848849945235487,1.094901437769711
0.45773646801530893,1.0967037078665014
0.4569868995633188,1.0984993396295157
0.45623978201634874,1.1003081591898434
0.45549510337323174,1.1021358635643779
0.4547528517110266,1.1039677920989444
0.45401301518438175,1.1057846673199325
0.4532755820249053,1.107583405285091
0.4525405405405405,1.1093805318316599
0.45180787911494874,1.1111944217521457
0.45107758620689653,1.113025444029922
0.45034965034965035,1.1148554619984286
0.4496240601503759,1.1166673358885013
0.4489008042895442,1.1184634588724633
0.44817987152034255,1.1202632830362727
0.4474612506680919,1.1220823870183816
0.4467449306296692,1.123915606289028
0.44603090037293547,1.125742490212263
0.44531914893617025,1.1275493229948577
0.4446096654275093,1.1293440008001951
0.44390243902439025,1.1311476318813187
0.44319745897300156,1.1329717928559035
0.4424947145877378,1.134805943668974
0.4417941952506596,1.1366286803141379
0.44109589041095887,1.1384308162051178
0.4403997895844292,1.1402254077349134
0.4397058823529411,1.142033787995487
0.43901415836392244,1.1438625465610852
0.43832460732984296,1.1456962938283022
0.4376372190277052,1.1475141533049513
0.4369519832985386,1.1493123141297759
0.4362688900468994,1.1511082878043726
0.4355879292403746,1.1529221238000409
0.43490909090909086,1.1547547327266448
0.43423236514522817,1.156586752143667
0.4335577421025375,1.1583993453058243
0.43288521199586355,1.1601945991708367
0.4322147651006711,1.1619934411289838
0.43154639175257736,1.1638131441055692
0.43088008234688624,1.1656485990462562
0.4302158273381295,1.1674776590073594
0.42955361723961005,1.1692849754167511
0.4288934426229508,1.171078681250948
0.42823529411764705,1.1728817962354365
0.42757916241062305,1.1747074358135794
0.426925038245793,1.176544521767747
0.4262729124236252,1.1783695626811796
0.4256227758007118,1.1801719864273525
0.4249746192893401,1.1819657167418147
0.4243284338570705,1.1837743274455235
0.4236842105263158,1.1856056025600141
0.42304194037392623,1.18744295496673
0.42240161453077696,1.189263161957619
0.4217632241813602,1.191061463809211
0.4211267605633802,1.1928569094744659
0.42049221496735306,1.1946719606994811
0.41985957873620866,1.1965081912255005
0.41922884326489734,1.1983443698386265
0.4186,1.2001592350267891
0.41797304043934097,1.201954540637694
0.4173479561316052,1.203753402755463
0.41672473867595816,1.2055754769622555
0.41610337972166994,1.207415618629926
0.4154838709677419,1.2092491915484405
0.4148662041625371,1.2110585623998067
0.41425037110341417,1.212852297551572
0.4136363636363636,1.2146561725233962
0.41302417365564875,1.2164854231601718
0.4124137931034483,1.2183281072433894
0.4118052139695032,1.2201577416703941
0.4111984282907662,1.221961852329056
0.41059342815105443,1.223755667398223
0.40999020568070516,1.2255659319958923
0.4093887530562347,1.227402040390212
0.4087890625,1.2292456382825023
0.4081911262798634,1.2310701937977617
0.40759493670886077,1.2328696768179968
0.4070004861448711,1.2346653537689196
0.4064077669902913,1.236483057345489
0.4058167716917111,1.2383252179041537
0.4052274927395934,1.2401679291304109
0.4046399226679555,1.2419865485522186
0.40405405405405403,1.2437824250585126
0.40346987951807234,1.2455817712298987
0.40288739172281035,1.2474075421550577
0.4023065833733782,1.249254479200446
0.4017274472168905,1.2510944397252164
0.4011499760421658,1.2529066320623332
0.40057416267942586,1.2547002790932416
0.4,1.256505012853941
