Wavelength (μm),LDOS Power (a.u.)
0.6999999999999998,0.7144502822053472
0.6982485404503752,0.7163367761240798
0.6965058236272876,0.7182723184399172
0.6947717842323651,0.7201046747640735
0.693046357615894,0.7217945864538683
0.691329479768786,0.7234556823990859
0.6896210873146621,0.7252303681313345
0.6879211175020541,0.7271371784203906
0.6862295081967212,0.7290531525318762
0.68454619787408,0.730847685591699
0.6828711256117453,0.7325222170039087
0.6812042310821805,0.7342064168813847
0.6795454545454543,0.7360174183425182
0.6778947368421052,0.7379348486839823
0.6762520193861066,0.739824925937766
0.674617244157937,0.7415853532299008
0.6729903536977491,0.7432541400044234
0.6713712910986367,0.7449666502156153
0.6697599999999999,0.7468092954139635
0.6681564245810054,0.748727952174801
0.66656050955414,0.7505881052713628
0.664972200158856,0.7523199663822886
0.663391442155309,0.7539920632368003
0.6618181818181817,0.7557357673907297
0.6602523659305992,0.7576038169896893
0.6586939417781273,0.7595151450317028
0.657142857142857,0.7613436584756386
0.6555990602975724,0.7630537984860375
0.6540624999999999,0.7647371916316699
0.6525331254871394,0.7665127070061466
0.6510108864696733,0.7683988845815541
0.6494957331264545,0.7702956008500924
0.6479876160990712,0.7720929500778967
0.6464864864864864,0.7737889816192208
0.6449922958397534,0.775490210206507
0.6435049961568023,0.7772960660575967
0.6420245398773006,0.779192594112844
0.6405508798775822,0.78106900692267
0.6390839694656488,0.782837625899813
0.6376237623762375,0.7845274001350196
0.6361702127659573,0.7862512954746139
0.6347232752084911,0.7880842116417118
0.6332829046898638,0.7899833248434488
0.6318490566037736,0.7918355335365823
0.6304216867469878,0.7935794939402914
0.6290007513148008,0.7952706072042676
0.6275862068965516,0.7970201519442855
0.6261780104712041,0.7988753935837979
0.6247761194029849,0.8007698046573005
0.6233804914370811,0.802595780594569
0.6219910846953937,0.8043204076355868
0.6206078576723497,0.8060197661460367
0.6192307692307691,0.8077960696504606
0.6178597785977858,0.8096678526413967
0.6164948453608247,0.8115511509825118
0.6151359294636296,0.813350706420749
0.613782991202346,0.8150621570575124
0.6124359912216532,0.8167756171912942
0.6110948905109488,0.8185779981392406
0.6097596504005826,0.820459919616685
0.6084302325581394,0.8223268877795382
0.6071065989847715,0.8241015439704934
0.6057887120115774,0.8258063726897391
0.6044765342960288,0.8275384691719819
0.6031700288184437,0.8293646320819682
0.6018691588785047,0.8312501016329725
0.600573888091822,0.833096940034034
0.5992841803865425,0.8348497097002552
0.598,0.8365544455113283
0.5967213114754097,0.8383082145803739
0.5954480796586059,0.8401545035780457
0.594180269694819,0.8420371526356253
0.5929178470254957,0.843861608025113
0.591660777385159,0.8455967102250038
0.5904090267983074,0.8473074660171465
0.5891625615763546,0.8490843655198399
0.5879213483146067,0.850946076322238
0.5866853538892781,0.8528201261181632
0.5854545454545453,0.8546215243122088
0.584228890439637,0.8563440515061104
0.583008356545961,0.8580661837401536
0.5817929117442668,0.8598661073242416
0.5805825242718446,0.8617378370597842
0.5793771626297577,0.8635984089444511
0.5781767955801105,0.8653775968181804
0.5769813921433494,0.8670931547827513
0.5757909215955983,0.8688309877593047
0.574605353466026,0.8706523660373836
0.5734246575342465,0.872528380159585
0.5722488038277511,0.874371735973979
0.5710777626193724,0.8761309417182914
0.5699115044247787,0.877845282793283
0.56875,0.879601907683371
0.567593220338983,0.8814418855447639
0.5664411366711772,0.8833164816681005
0.5652937204591492,0.8851401860066321
0.5641509433962264,0.8868828099309091
0.5630127774041694,0.88860147908089
0.5618791946308724,0.8903786336551077
0.560750167448091,0.8922333099548518
0.5596256684491978,0.8941011598175439
0.5585056704469646,0.8959041602537037
0.5573901464713714,0.8976345109878501
0.5562790697674418,0.8993625223657779
0.5551724137931034,0.9011605531540197
0.5540701522170748,0.9030252668289521
0.5529722589167767,0.9048817197530814
0.5518787079762689,0.9066643452195847
