Wavelength (μm),Power (W)
0.6999999999999998,0.011811375629816354
0.6982485404503752,0.01200040702218393
0.6965058236272876,0.012191258041670427
0.6947717842323651,0.012382965069343997
0.693046357615894,0.012575392196129707
0.691329479768786,0.012769365891191802
0.6896210873146621,0.012965765259714278
0.6879211175020541,0.013164546574583883
0.6862295081967212,0.013364760568179571
0.68454619787408,0.013565553182912828
0.6828711256117453,0.01376707313514789
0.6812042310821805,0.013970300421944408
0.6795454545454543,0.014175970749502513
0.6778947368421052,0.014383752632797125
0.6762520193861066,0.014592570711551376
0.674617244157937,0.014801735154224054
0.6729903536977491,0.015011661512464443
0.6713712910986367,0.01522339945899723
0.6697599999999999,0.015437472539616245
0.6681564245810054,0.015653280332405647
0.66656050955414,0.015869713680035633
0.664972200158856,0.016086323953742244
0.663391442155309,0.016303782524159382
0.6618181818181817,0.016523127148316104
0.6602523659305992,0.016744603523843226
0.6586939417781273,0.016967355420695128
0.657142857142857,0.01719030669273089
0.6555990602975724,0.017413289289422748
0.6540624999999999,0.017637197254588614
0.6525331254871394,0.01786299212267236
0.6510108864696733,0.0180906273016426
0.6494957331264545,0.018319054135675656
0.6479876160990712,0.018547309583428474
0.6464864864864864,0.018775515389072017
0.6449922958397534,0.019004707821559354
0.6435049961568023,0.019235676619735156
0.6420245398773006,0.019468065105501062
0.6405508798775822,0.019700707390545365
0.6390839694656488,0.019932844232888648
0.6376237623762375,0.020164905165612
0.6361702127659573,0.020398006335920028
0.6347232752084911,0.02063269938698793
0.6332829046898638,0.020868321431565875
0.6318490566037736,0.02110365408277849
0.6304216867469878,0.021338187092667174
0.6290007513148008,0.021572623771314615
0.6275862068965516,0.021808077802008927
0.6261780104712041,0.02204482320927909
0.6247761194029849,0.02228194637612961
0.6233804914370811,0.022518279557816975
0.6219910846953937,0.022753611130859476
0.6206078576723497,0.022988864442376748
0.6192307692307691,0.023225047708060408
0.6178597785977858,0.023462106624232103
0.6164948453608247,0.02369892182706203
0.6151359294636296,0.02393445994462487
0.613782991202346,0.02416883829383635
0.6124359912216532,0.024403150435827713
0.6110948905109488,0.024638234663706574
0.6097596504005826,0.02487371160214368
0.6084302325581394,0.02510833208448836
0.6071065989847715,0.025341264557668247
0.6057887120115774,0.025572934664991106
0.6044765342960288,0.02580450901186063
0.6031700288184437,0.02603657752162678
0.6018691588785047,0.026268456522363894
0.600573888091822,0.02649886763715691
0.5992841803865425,0.026727262011092785
0.598,0.026954359143376627
0.5967213114754097,0.02718131439730184
0.5954480796586059,0.027408410575153752
0.594180269694819,0.02763468698118368
0.5929178470254957,0.02785891085813153
0.591660777385159,0.028080846476094126
0.5904090267983074,0.028301452141174736
0.5891625615763546,0.028521789560585046
0.5879213483146067,0.028741820128568664
0.5866853538892781,0.028960387272666387
0.5854545454545453,0.029176405459779252
0.584228890439637,0.0293899731791099
0.583008356545961,0.029602207328660722
0.5817929117442668,0.02981397609198467
0.5805825242718446,0.030024898239648504
0.5793771626297577,0.030233691553465284
0.5781767955801105,0.030439497116624508
0.5769813921433494,0.030642750625505276
0.5757909215955983,0.030844658083520233
0.574605353466026,0.031045838824345442
0.5734246575342465,0.031245599101588726
0.5722488038277511,0.031442621033223164
0.5710777626193724,0.03163632492793859
0.5699115044247787,0.031827435611834355
0.56875,0.03201714165119383
0.567593220338983,0.03220575501489429
0.5664411366711772,0.03239231839703496
0.5652937204591492,0.03257558464708665
0.5641509433962264,0.03275531098105278
0.5630127774041694,0.032932469821045036
0.5618791946308724,0.03310814709514204
0.560750167448091,0.03328231622668514
0.5596256684491978,0.03345381142852253
0.5585056704469646,0.033621530354302535
0.5573901464713714,0.033785569482679224
0.5562790697674418,0.033947067887043415
0.5551724137931034,0.03410692847995794
0.5540701522170748,0.034264796561652794
0.5529722589167767,0.03441939700400351
0.5518787079762689,0.034569864728199874
0.5507894736842105,0.0347166316124497
0.549704530531845,0.03486091277867982
0.5486238532110091,0.035003347650652085
0.5475474166121648,0.03514326332597934
0.5464751958224543,0.03527935555253148
0.5454071661237785,0.03541105237965787
0.5443433029908973,0.03553908921021666
0.5432835820895522,0.0356646754684672
0.5422279792746113,0.03578815245439413
0.5411764705882353,0.035908589535999444
0.5401290322580644,0.03602475212653889
0.5390856406954282,0.036136395300706795
0.5380462724935732,0.03624448785433167
0.537010904425914,0.03635012772900143
0.5359795134443022,0.03645332154431409
0.5349520766773163,0.03655294533084263
0.5339285714285714,0.03664792700603991
0.5329089751750477,0.036738373107109173
0.5318932655654384,0.03682542443024492
0.5308814204185162,0.036909997957618935
0.5298734177215189,0.0369917729358611
0.5288692356285534,0.03706951311769099
0.5278688524590164,0.03714237478202473
0.5268722466960352,0.03721078886701248
0.5258793969849246,0.037275968431165415
0.5248902821316614,0.03733857675494096
0.5239048811013767,0.03739799423012618
0.5229231730168644,0.03745297227895703
0.5219451371571072,0.03750296497627693
0.5209707529558182,0.037548700582704146
0.5199999999999999,0.03759137875716638
0.5190328580285183,0.03763136241348904
0.5180693069306931,0.037667775371706215
0.5171093267449042,0.037699436736638815
0.5161528976572133,0.03772612152648198
0.5152,0.03774878914666739
0.5142506142506142,0.03776853789054183
0.5133047210300429,0.0377854164831213
0.5123623011015911,0.0377983728929934
0.5114233353695784,0.03780639029747802
0.5104878048780487,0.03780958113091549
0.5095556908094948,0.03780906054097051
0.5086269744835965,0.037805740530782776
0.5077016373559733,0.03779934833581667
0.5067796610169492,0.03778872578816472
0.5058610271903323,0.03777308237572877
0.5049457177322074,0.03775284904986751
0.5040337146297411,0.0377292155992642
