0.7,2.1195,3.59025e-10
0.699475,2.11953,3.59393e-10
0.698951,2.11955,3.59761e-10
0.698427,2.11958,3.6013e-10
0.697904,2.11961,3.60498e-10
0.697382,2.11963,3.60867e-10
0.696861,2.11966,3.61237e-10
0.696341,2.11968,3.61606e-10
0.695821,2.11971,3.61976e-10
0.695302,2.11974,3.62346e-10
0.694784,2.11976,3.62716e-10
0.694267,2.11979,3.63087e-10
0.69375,2.11981,3.63458e-10
0.693234,2.11984,3.63829e-10
0.692719,2.11987,3.642e-10
0.692205,2.11989,3.64572e-10
0.691691,2.11992,3.64944e-10
0.691179,2.11994,3.65316e-10
0.690667,2.11997,3.65689e-10
0.690155,2.12,3.66061e-10
0.689645,2.12002,3.66434e-10
0.689135,2.12005,3.66808e-10
0.688626,2.12008,3.67181e-10
0.688118,2.1201,3.67555e-10
0.687611,2.12013,3.67929e-10
0.687104,2.12015,3.68303e-10
0.686598,2.12018,3.68678e-10
0.686093,2.12021,3.69053e-10
0.685588,2.12023,3.69428e-10
0.685084,2.12026,3.69803e-10
0.684581,2.12029,3.70179e-10
0.684079,2.12031,3.70555e-10
0.683578,2.12034,3.70931e-10
0.683077,2.12037,3.71308e-10
0.682577,2.12039,3.71685e-10
0.682078,2.12042,3.72062e-10
0.681579,2.12045,3.72439e-10
0.681081,2.12047,3.72817e-10
0.680584,2.1205,3.73195e-10
0.680088,2.12053,3.73573e-10
0.679592,2.12055,3.73951e-10
0.679097,2.12058,3.7433e-10
0.678603,2.12061,3.74709e-10
0.678109,2.12063,3.75088e-10
0.677616,2.12066,3.75468e-10
0.677124,2.12069,3.75848e-10
0.676633,2.12071,3.76228e-10
0.676142,2.12074,3.76608e-10
0.675652,2.12077,3.76989e-10
0.675163,2.1208,3.7737e-10
0.674674,2.12082,3.77751e-10
0.674187,2.12085,3.78133e-10
0.673699,2.12088,3.78514e-10
0.673213,2.1209,3.78897e-10
0.672727,2.12093,3.79279e-10
0.672242,2.12096,3.79662e-10
0.671758,2.12099,3.80044e-10
0.671274,2.12101,3.80428e-10
0.670791,2.12104,3.80811e-10
