wavelength (microns),Re_eps,Im_eps
0.574138,2.12822,3.49178e-06
0.573785,2.12826,3.42567e-06
0.573432,2.12829,3.36024e-06
0.573079,2.12832,3.29549e-06
0.572727,2.12836,3.23141e-06
0.572376,2.12839,3.16801e-06
0.572025,2.12843,3.10528e-06
0.571674,2.12846,3.04322e-06
0.571324,2.1285,2.98183e-06
0.570974,2.12853,2.92111e-06
0.570624,2.12857,2.86105e-06
0.570275,2.1286,2.80166e-06
0.569927,2.12864,2.74293e-06
0.569578,2.12867,2.68487e-06
0.569231,2.12871,2.62746e-06
0.568883,2.12874,2.57072e-06
0.568537,2.12878,2.51463e-06
0.56819,2.12881,2.4592e-06
0.567844,2.12885,2.40442e-06
0.567498,2.12888,2.3503e-06
0.567153,2.12891,2.29683e-06
0.566809,2.12895,2.24401e-06
0.566464,2.12899,2.19184e-06
0.56612,2.12902,2.14031e-06
0.565777,2.12906,2.08943e-06
0.565434,2.12909,2.0392e-06
0.565091,2.12913,1.98961e-06
0.564749,2.12916,1.94066e-06
0.564407,2.1292,1.89235e-06
0.564065,2.12923,1.84469e-06
0.563724,2.12927,1.79766e-06
0.563384,2.1293,1.75126e-06
0.563043,2.12934,1.7055e-06
0.562704,2.12937,1.66038e-06
0.562364,2.12941,1.61589e-06
0.562025,2.12944,1.57203e-06
0.561687,2.12948,1.52879e-06
0.561349,2.12951,1.48619e-06
0.561011,2.12955,1.44422e-06
0.560673,2.12959,1.40287e-06
0.560337,2.12962,1.36215e-06
0.56,2.12966,1.32204e-06
0.559664,2.12969,1.28257e-06
0.559328,2.12973,1.24371e-06
0.558993,2.12976,1.20547e-06
0.558658,2.1298,1.16785e-06
0.558323,2.12984,1.13085e-06
0.557989,2.12987,1.09447e-06
0.557656,2.12991,1.05869e-06
0.557322,2.12994,1.02354e-06
0.556989,2.12998,9.88992e-07
0.556657,2.13002,9.55059e-07
0.556325,2.13005,9.21735e-07
0.555993,2.13009,8.8902e-07
0.555662,2.13012,8.56912e-07
0.555331,2.13016,8.25411e-07
0.555,2.1302,7.94516e-07
0.55467,2.13023,7.64224e-07
0.55434,2.13027,7.34535e-07
0.554011,2.13031,7.05449e-07
0.553682,2.13034,6.76962e-07
0.553353,2.13038,6.49076e-07
0.553025,2.13041,6.21787e-07
0.552697,2.13045,5.95096e-07
0.55237,2.13049,5.69002e-07
0.552043,2.13052,5.43502e-07
0.551716,2.13056,5.18596e-07
0.55139,2.1306,4.94283e-07
0.551064,2.13063,4.70562e-07
0.550738,2.13067,4.47432e-07
0.550413,2.13071,4.24891e-07
0.550088,2.13074,4.02938e-07
0.549764,2.13078,3.81574e-07
0.54944,2.13082,3.60795e-07
0.549117,2.13085,3.40602e-07
0.548793,2.13089,3.20994e-07
0.548471,2.13093,3.01968e-07
0.548148,2.13097,2.83525e-07
0.547826,2.131,2.65664e-07
0.547504,2.13104,2.48382e-07
0.547183,2.13108,2.3168e-07
0.546862,2.13111,2.15556e-07
0.546542,2.13115,2.00009e-07
0.546221,2.13119,1.85038e-07
0.546074,2.13121,1.78332e-07
0.545902,2.13123,1.70643e-07
0.545582,2.13126,1.56821e-07
0.545263,2.1313,1.43573e-07
0.544944,2.13134,1.30898e-07
0.544626,2.13137,1.18794e-07
0.544308,2.13141,1.0726e-07
0.543991,2.13145,9.62954e-08
0.543673,2.13149,8.58995e-08
0.543357,2.13152,7.60711e-08
0.54304,2.13156,6.68094e-08
0.542724,2.1316,5.81134e-08
0.542408,2.13164,4.99821e-08
0.542093,2.13167,4.24147e-08
0.541778,2.13171,3.54103e-08
0.541463,2.13175,2.89678e-08
0.541149,2.13179,2.30866e-08
0.540835,2.13183,1.77656e-08
0.540522,2.13186,1.30039e-08
0.540209,2.1319,8.80074e-09
0.539896,2.13194,5.15519e-09
0.539583,2.13198,2.06637e-09
0.539271,2.13201,-4.66582e-10
0.53896,2.13205,-2.44451e-09
0.538648,2.13209,-3.86829e-09
0.538337,2.13213,-4.73875e-09
0.538027,2.13217,-5.05673e-09
0.537716,2.1322,-4.82309e-09
0.537406,2.13224,-4.03864e-09
0.537097,2.13228,-2.70422e-09
0.536788,2.13232,-8.20636e-10
0.536479,2.13236,1.61129e-09
0.53617,2.1324,4.59074e-09
0.535862,2.13243,8.11692e-09
0.535554,2.13247,1.2189e-08
0.535247,2.13251,1.68063e-08
0.53494,2.13255,2.19679e-08
0.534633,2.13259,2.7673e-08
0.534327,2.13263,3.3921e-08
0.534021,2.13267,4.07109e-08
0.533715,2.1327,4.80421e-08
0.53341,2.13274,5.59138e-08
0.533105,2.13278,6.43252e-08
0.5328,2.13282,7.32756e-08
0.532496,2.13286,8.27642e-08
0.532192,2.1329,9.27904e-08
0.531888,2.13294,1.03353e-07
0.531585,2.13298,1.14452e-07
0.531282,2.13301,1.26086e-07
0.530979,2.13305,1.38255e-07
0.530677,2.13309,1.50958e-07
0.530375,2.13313,1.64193e-07
0.530074,2.13317,1.77962e-07
0.529773,2.13321,1.92262e-07
0.529472,2.13325,2.07093e-07
0.529171,2.13329,2.22454e-07
0.528871,2.13333,2.38345e-07
0.528571,2.13337,2.54765e-07
0.528272,2.13341,2.71713e-07
0.527973,2.13344,2.89189e-07
0.527674,2.13348,3.07192e-07
0.527376,2.13352,3.25722e-07
0.527077,2.13356,3.44776e-07
0.52678,2.1336,3.64356e-07
0.526482,2.13364,3.84461e-07
0.526185,2.13368,4.05089e-07
0.525888,2.13372,4.2624e-07
0.525592,2.13376,4.47913e-07
0.525296,2.1338,4.70109e-07
0.525,2.13384,4.92825e-07
0.524705,2.13388,5.16062e-07
0.524409,2.13392,5.3982e-07
0.524115,2.13396,5.64096e-07
0.52382,2.134,5.88891e-07
0.523526,2.13404,6.14205e-07
0.523232,2.13408,6.40035e-07
0.522939,2.13412,6.66383e-07
0.522646,2.13416,6.93248e-07
0.522353,2.1342,7.20628e-07
0.52206,2.13424,7.48523e-07
0.521768,2.13428,7.76933e-07
0.521477,2.13432,8.05857e-07
0.521185,2.13436,8.35295e-07
0.520894,2.1344,8.65245e-07
0.520603,2.13444,8.95708e-07
0.520313,2.13448,9.26683e-07
0.520022,2.13452,9.58169e-07
0.519732,2.13456,9.90166e-07
0.519443,2.1346,1.02267e-06
0.519154,2.13464,1.05569e-06
0.518865,2.13468,1.08922e-06
0.518576,2.13472,1.12325e-06
0.518288,2.13476,1.15779e-06
0.518,2.1348,1.19284e-06
0.517712,2.13484,1.2284e-06
0.517425,2.13489,1.26446e-06
0.517138,2.13493,1.30104e-06
0.516851,2.13497,1.33811e-06
0.516565,2.13501,1.37569e-06
0.516279,2.13505,1.41378e-06
0.515993,2.13509,1.45237e-06
0.515708,2.13513,1.49146e-06
0.515423,2.13517,1.53106e-06
0.515138,2.13521,1.57116e-06
0.514854,2.13525,1.61176e-06
0.51457,2.13529,1.65286e-06
0.514286,2.13534,1.69447e-06
0.514002,2.13538,1.73657e-06
0.513719,2.13542,1.77918e-06
0.513436,2.13546,1.82228e-06
0.513154,2.1355,1.86589e-06
0.512871,2.13554,1.90999e-06
0.512589,2.13558,1.9546e-06
0.512308,2.13562,1.9997e-06
0.512026,2.13567,2.0453e-06
0.511745,2.13571,2.09139e-06
0.511465,2.13575,2.13799e-06
0.511184,2.13579,2.18508e-06
0.510904,2.13583,2.23266e-06
0.510624,2.13587,2.28074e-06
0.510345,2.13592,2.32932e-06
0.510066,2.13596,2.37839e-06
0.509787,2.136,2.42796e-06
0.509508,2.13604,2.47802e-06
0.50923,2.13608,2.52858e-06
0.508952,2.13612,2.57962e-06
0.508674,2.13617,2.63116e-06
0.508582,2.13618,2.64842e-06
0.508397,2.13621,2.6832e-06
0.50812,2.13625,2.73572e-06
0.507843,2.13629,2.78874e-06
0.507567,2.13633,2.84225e-06
0.507291,2.13638,2.89625e-06
