500, 0.0311236
250, 0.0272414
166.7, 0.0337732
125, 0.0466956
100, 0.0625506
40, 0.1932
36.36, 0.240464
33.33, 0.29614
30.77, 0.420256
28.57, 0.62088
26.67, 1.00973
25, 2.17477
23.81, 4.29811
22.73, 7.57488
21.74, 10.5706
21.28, 7.09352
21.05, 4.44888
20.83, 2.79632
20.41, 1.47891
20, 1.08767
19.61, 0.928214
19.23, 0.8715
18.97, 0.875394
18.52, 0.84227
17.86, 0.796852
17.24, 0.739728
16.67, 0.6815
16, 0.606808
15.38, 0.56602
14.81, 0.536928
14.29, 0.515902
13.79, 0.533172
13.33, 0.621624
13.16, 0.683136
12.99, 0.82174
12.82, 0.99605
12.66, 1.12349
12.5, 1.20256
12.35, 1.16008
12.2, 1.07107
12.05, 0.86241
11.9, 0.660552
11.76, 0.502208
11.63, 0.39208
11.36, 0.27652
11.11, 0.189143
10.81, 0.187496
10.53, 0.453696
10.26, 1.13098
10, 2.74249
9.756, 5.46224
9.524, 9.108
9.302, 10.17
9.174, 8.50016
9.091, 5.3193
9.009, 2.65408
8.929, 1.37085
8.85, 1.09028
8.772, 1.03356
8.696, 1.00831
8.621, 0.976482
8.547, 0.910714
8.475, 0.857128
8.403, 0.79464
8.333, 0.70932
8.265, 0.637824
8.197, 0.549783
8.13, 0.444612
8.065, 0.350645
8, 0.2657
7.937, 0.202046
7.874, 0.144038
7.813, 0.0957235
7.752, 0.0667108
7.692, 0.0574294
7.634, 0
7.576, 0
7.519, 0
7.463, 0
7.407, 0.0280845
7.353, 0
7.246, 0
7.143, 0.0223236
7.042, 0
6.944, 0
6.849, 0
6.757, 0
6.667, 0.016826
6.452, 0.0159257
6.25, 0.0161566
5.882, 0.0151826
5.556, 0.0147056
5, 0.0106823
4.545, 0.00069888
4.167, 0.000295962
3.846, 0.000138384
3.7067, 0
3.5564, 0
3.507, 0
3.422, 0
3.3026, 0
3.2668, 0
3.2439, 0
2.4374, 0
2.32542, 0
2.1526, 0
2.0581, 0
1.97009, 0
1.81307, 0
1.70913, 0
1.6932, 0
1.681, 0
1.6606, 0
1.52952, 0
1.4695, 0
1.39506, 0
1.3622, 0
1.12866, 0
1.08297, 0
1.01398, 0
0.89435, 0
0.852111, 0
0.706519, 0
0.667815, 0
0.656272, 0
0.643847, 0
0.589262, 0
0.587561, 0
0.579065, 0
0.576959, 0
0.546074, 0
0.508582, 0
0.486133, 0
0.467816, 0
0.435835, 0
0.404656, 0
0.365015, 0
0.361051, 0
0.34662, 0
0.340365, 0
0.334148, 0
0.330259, 0
0.30215, 0
0.296728, 0
0.28936, 0
0.280347, 0
0.275278, 0
0.269885, 0
0.265204, 0
0.248272, 0
0.239938, 0
0.237833, 0
0.230209, 0
0.226747, 0
0.214438, 0
0.213856, 0
0.2066, 0
0.1984, 0
0.1907, 0
0.1837, 0
0.1771, 0
0.1722, 0
0.1675, 0
0.1631, 0
0.159, 1.57544e-05
0.155, 0.00108928
0.1531, 0.000418704
0.1512, 0.00160198
0.1494, 0.0048916
0.1476, 0.0111838
0.1459, 0.0198626
0.1442, 0.0302183
0.1425, 0.039785
0.1409, 0.04884
0.1393, 0.0585312
0.1378, 0.0719712
0.1362, 0.088236
0.1348, 0.10672
0.1333, 0.136007
0.1319, 0.176042
0.1305, 0.234722
0.1291, 0.32956
0.1278, 0.52122
0.1265, 0.753648
0.1252, 1.08182
0.124, 1.50518
0.1228, 2.14544
0.1215, 3.2032
0.121, 3.48624
0.1204, 3.7888
0.1198, 4.0299
0.1192, 4.00472
0.1187, 3.7506
0.1181, 3.47874
0.117, 2.72738
0.1159, 2.19385
0.1148, 1.96153
0.1137, 1.90631
0.1127, 1.97898
0.1107, 2.53598
0.1088, 2.77992
0.1069, 2.80893
0.1051, 2.71639
0.1033, 2.53995
0.1012, 2.32368
0.09919, 2.19344
0.09724, 2.1019
0.09537, 2.04379
0.09357, 2.07021
0.09184, 2.11265
0.09017, 2.0988
0.08856, 2.04424
0.087, 1.95755
0.08551, 1.84269
0.08405, 1.73665
0.08266, 1.6609
0.0813, 1.63147
0.07999, 1.63142
0.07872, 1.65627
0.07749, 1.68065
0.0763, 1.70394
0.07514, 1.71687
0.07402, 1.71972
0.07293, 1.64659
0.07187, 1.57178
0.07085, 1.4985
0.06985, 1.42545
0.06888, 1.36277
0.06701, 1.25516
0.06526, 1.16358
0.06358, 1.07765
0.06199, 1.00503
0.06, 0.856828
0.05904, 0.87662
0.059, 0.820364
0.058, 0.79242
0.057, 0.7497
0.05636, 0.76512
0.056, 0.71294
0.055, 0.670752
0.054, 0.62909
0.05391, 0.671832
0.053, 0.593652
0.052, 0.552916
0.05166, 0.56475
0.051, 0.517776
0.05, 0.4818
0.04959, 0.47645
0.049, 0.453456
0.048, 0.43632
0.047, 0.4065
0.046, 0.380722
0.045, 0.358392
0.044, 0.334108
0.043, 0.31654
0.042, 0.30204
0.041, 0.28561
0.04, 0.265512
0.039, 0.247104
0.038, 0.237284
0.037, 0.22272
0.036, 0.21048
0.035, 0.199332
0.034, 0.190032
0.033, 0.17542
0.032, 0.169388
0.031, 0.166888
0.03, 0.16434
0.029, 0.149847
0.028, 0.137625
0.027, 0.125215
0.026, 0.132205
0.025, 0.119132
0.024, 0.106606
0.023, 0.0964184
0.022, 0.0861907
0.021, 0.0820336
0.02, 0.0704317
0.019, 0.0633686
0.018, 0.0534406
0.017, 0.0466626
0.016, 0.0434282
0.015, 0.0383433
0.0138, 0.0200788
0.0136, 0.0181555
0.0134, 0.0169998
0.0132, 0.0162315
0.013, 0.0148793
0.0128, 0.0148869
0.0126, 0.0143124
0.0124, 0.0137382
0.0122, 0.0133593
0.012, 0.0127907
0.0118, 0.014787
0.0116, 0.020918
0.0114, 0.031253
0.0112, 0.0182689
0.011, 0.0177192
0.0108, 0.019499
0.0106, 0.0188947
0.0104, 0.0163527
0.0102, 0.0167705
0.01, 0.0191556
0.0098, 0.0219158
0.0096, 0.021907
0.0094, 0.0224762
0.0092, 0.0210876
0.009, 0.0195089
0.0088, 0.0175419
0.0086, 0.0159732
0.0084, 0.0149948
0.0082, 0.0144117
0.008051, 0.0144175
0.007847, 0.013815
0.007653, 0.0130904
0.007469, 0.0122475
0.007293, 0.0114817
0.007125, 0.0107738
0.006965, 0.0101247
0.006812, 0.00955401
0.00663, 0.00886446
0.006491, 0.0083518
0.006325, 0.00774002
0.006168, 0.00720693
0.006018, 0.00669309
0.005876, 0.0062383
0.00574, 0.00580303
0.00561, 0.00540709
0.005462, 0.00497135
0.005344, 0.00465431
0.005209, 0.00429745
0.005081, 0.00398016
0.004959, 0.0036825
0.004843, 0.00340458
0.004732, 0.00316633
0.004609, 0.00290809
0.004508, 0.00270936
0.004396, 0.00249073
0.00429, 0.00231179
0.004188, 0.00213279
0.004092, 0.00197562
0.003986, 0.00181246
0.003899, 0.00168307
0.003803, 0.00154968
0.003712, 0.0014302
0.003625, 0.00132065
0.003532, 0.00121109
0.003453, 0.00112342
0.003369, 0.00103374
0.003289, 0.000952016
0.003212, 0.000878258
0.003131, 0.000806481
0.003054, 0.000740672
0.002987, 0.000686817
0.00291, 0.000628973
0.002844, 0.000579101
0.002774, 0.00053321
0.002707, 0.000489309
0.002643, 0.000451394
0.002583, 0.000415468
0.00252, 0.000381534
0.00246, 0.000351592
0.002403, 0.00032364
0.002344, 0.000297684
0.002287, 0.000992996
0.002234, 0.000915121
0.002179, 0.000839236
0.002127, 0.000771328
0.002077, 0.000711409
0.002026, 0.000653483
0.001977, 0.000601549
0.001931, 0.000553601
0.001884, 0.000507655
0.001839, 0.000465697
0.001797, 0.000429733
0.001754, 0.000395766
0.00171, 0.000361797
0.001671, 0.00033382
0.001631, 0.000307843
0.001592, 0.000281862
0.001554, 0.000257881
0.001516, 0.000235896
0.001479, 0.000215909
0.001445, 0.000198521
0.00141, 0.000182331
0.001376, 0.00016714
0.001343, 0.000153746
0.001312, 0.000141153
0.001281, 0.000129359
0.00125, 0.000118364
0.00122, 0.000108369
0.001191, 9.93732e-05
0.001162, 9.07764e-05
0.001134, 8.31792e-05
0.001108, 7.61817e-05
0.001081, 6.95847e-05
0.001055, 6.37866e-05
0.00103, 5.83883e-05
0.001005, 5.33899e-05
0.0009816, 4.89907e-05
0.0009581, 4.47919e-05
0.000935, 4.07931e-05
0.0009129, 3.7394e-05
0.0008906, 3.41949e-05
0.0008694, 3.11953e-05
0.0008492, 2.8596e-05
0.0008287, 2.61966e-05
0.0008087, 2.37969e-05
0.0007897, 2.17974e-05
0.0007705, 1.98778e-05
0.0007523, 1.8158e-05
0.0007345, 1.65983e-05
0.0007166, 1.51185e-05
0.0006997, 1.37988e-05
0.0006831, 1.25989e-05
0.0006665, 3.87965e-05
0.0006508, 3.55972e-05
0.0006351, 3.27974e-05
0.0006199, 2.99979e-05



